"Date/Time", "Heart Rate (bpm)"
"May 25, 2026 at 18:19:51", 99
"May 25, 2026 at 18:19:52", 99
"May 25, 2026 at 18:19:53", 100
"May 25, 2026 at 18:19:54", 100
"May 25, 2026 at 18:19:55", 101
"May 25, 2026 at 18:19:56", 101
"May 25, 2026 at 18:19:57", 101
"May 25, 2026 at 18:19:58", 102
"May 25, 2026 at 18:19:59", 102
"May 25, 2026 at 18:20:00", 102
"May 25, 2026 at 18:20:01", 103
"May 25, 2026 at 18:20:02", 103
"May 25, 2026 at 18:20:03", 102
"May 25, 2026 at 18:20:04", 101
"May 25, 2026 at 18:20:05", 101
"May 25, 2026 at 18:20:06", 101
"May 25, 2026 at 18:20:07", 101
"May 25, 2026 at 18:20:08", 101
"May 25, 2026 at 18:20:09", 101
"May 25, 2026 at 18:20:10", 100
"May 25, 2026 at 18:20:11", 102
"May 25, 2026 at 18:20:12", 102
"May 25, 2026 at 18:20:13", 102
"May 25, 2026 at 18:20:14", 101
"May 25, 2026 at 18:20:15", 101
"May 25, 2026 at 18:20:16", 103
"May 25, 2026 at 18:20:17", 105
"May 25, 2026 at 18:20:18", 106
"May 25, 2026 at 18:20:19", 109
"May 25, 2026 at 18:20:20", 109
"May 25, 2026 at 18:20:21", 109
"May 25, 2026 at 18:20:22", 109
"May 25, 2026 at 18:20:23", 109
"May 25, 2026 at 18:20:24", 108
"May 25, 2026 at 18:20:25", 108
"May 25, 2026 at 18:20:26", 108
"May 25, 2026 at 18:20:27", 108
"May 25, 2026 at 18:20:28", 108
"May 25, 2026 at 18:20:29", 108
"May 25, 2026 at 18:20:30", 107
"May 25, 2026 at 18:20:31", 107
"May 25, 2026 at 18:20:32", 105
"May 25, 2026 at 18:20:33", 105
"May 25, 2026 at 18:20:34", 103
"May 25, 2026 at 18:20:35", 100
"May 25, 2026 at 18:20:36", 99
"May 25, 2026 at 18:20:37", 99
"May 25, 2026 at 18:20:38", 99
"May 25, 2026 at 18:20:39", 96
"May 25, 2026 at 18:20:40", 94
"May 25, 2026 at 18:20:41", 96
"May 25, 2026 at 18:20:42", 99
"May 25, 2026 at 18:20:43", 103
"May 25, 2026 at 18:20:44", 103
"May 25, 2026 at 18:20:45", 106
"May 25, 2026 at 18:20:46", 107
"May 25, 2026 at 18:20:47", 106
"May 25, 2026 at 18:20:48", 105
"May 25, 2026 at 18:20:49", 105
"May 25, 2026 at 18:20:50", 101
"May 25, 2026 at 18:20:51", 100
"May 25, 2026 at 18:20:52", 99
"May 25, 2026 at 18:20:53", 99
"May 25, 2026 at 18:20:54", 99
"May 25, 2026 at 18:20:55", 99
"May 25, 2026 at 18:20:56", 100
"May 25, 2026 at 18:20:57", 100
"May 25, 2026 at 18:20:58", 100
"May 25, 2026 at 18:20:59", 100
"May 25, 2026 at 18:21:00", 99
"May 25, 2026 at 18:21:01", 103
"May 25, 2026 at 18:21:02", 108
"May 25, 2026 at 18:21:03", 111
"May 25, 2026 at 18:21:04", 111
"May 25, 2026 at 18:21:05", 112
"May 25, 2026 at 18:21:06", 112
"May 25, 2026 at 18:21:07", 112
"May 25, 2026 at 18:21:08", 112
"May 25, 2026 at 18:21:09", 112
"May 25, 2026 at 18:21:10", 112
"May 25, 2026 at 18:21:11", 112
"May 25, 2026 at 18:21:12", 112
"May 25, 2026 at 18:21:13", 111
"May 25, 2026 at 18:21:14", 111
"May 25, 2026 at 18:21:15", 110
"May 25, 2026 at 18:21:16", 110
"May 25, 2026 at 18:21:17", 106
"May 25, 2026 at 18:21:18", 103
"May 25, 2026 at 18:21:19", 103
"May 25, 2026 at 18:21:20", 103
"May 25, 2026 at 18:21:21", 102
"May 25, 2026 at 18:21:22", 101
"May 25, 2026 at 18:21:23", 101
"May 25, 2026 at 18:21:24", 101
"May 25, 2026 at 18:21:25", 101
"May 25, 2026 at 18:21:26", 101
"May 25, 2026 at 18:21:27", 102
"May 25, 2026 at 18:21:28", 102
"May 25, 2026 at 18:21:29", 102
"May 25, 2026 at 18:21:30", 102
"May 25, 2026 at 18:21:31", 100
"May 25, 2026 at 18:21:32", 101
"May 25, 2026 at 18:21:33", 104
"May 25, 2026 at 18:21:34", 107
"May 25, 2026 at 18:21:35", 108
"May 25, 2026 at 18:21:36", 108
"May 25, 2026 at 18:21:37", 107
"May 25, 2026 at 18:21:38", 104
"May 25, 2026 at 18:21:39", 104
"May 25, 2026 at 18:21:40", 104
"May 25, 2026 at 18:21:41", 104
"May 25, 2026 at 18:21:42", 104
"May 25, 2026 at 18:21:43", 104
"May 25, 2026 at 18:21:44", 103
"May 25, 2026 at 18:21:45", 102
"May 25, 2026 at 18:21:46", 100
"May 25, 2026 at 18:21:47", 100
"May 25, 2026 at 18:21:48", 102
"May 25, 2026 at 18:21:49", 104
"May 25, 2026 at 18:21:50", 106
"May 25, 2026 at 18:21:51", 106
"May 25, 2026 at 18:21:52", 106
"May 25, 2026 at 18:21:53", 106
"May 25, 2026 at 18:21:54", 105
"May 25, 2026 at 18:21:55", 105
"May 25, 2026 at 18:21:56", 105
"May 25, 2026 at 18:21:57", 104
"May 25, 2026 at 18:21:58", 104
"May 25, 2026 at 18:21:59", 103
"May 25, 2026 at 18:22:00", 103
"May 25, 2026 at 18:22:01", 103
"May 25, 2026 at 18:22:02", 100
"May 25, 2026 at 18:22:03", 98
"May 25, 2026 at 18:22:04", 99
"May 25, 2026 at 18:22:05", 101
"May 25, 2026 at 18:22:06", 101
"May 25, 2026 at 18:22:07", 100
"May 25, 2026 at 18:22:08", 99
"May 25, 2026 at 18:22:09", 99
"May 25, 2026 at 18:22:10", 95
"May 25, 2026 at 18:22:11", 93
"May 25, 2026 at 18:22:12", 95
"May 25, 2026 at 18:22:13", 95
"May 25, 2026 at 18:22:14", 97
"May 25, 2026 at 18:22:15", 100
"May 25, 2026 at 18:22:16", 102
"May 25, 2026 at 18:22:17", 100
"May 25, 2026 at 18:22:18", 100
"May 25, 2026 at 18:22:19", 97
"May 25, 2026 at 18:22:20", 96
"May 25, 2026 at 18:22:21", 96
"May 25, 2026 at 18:22:22", 96
"May 25, 2026 at 18:22:23", 96
"May 25, 2026 at 18:22:24", 98
"May 25, 2026 at 18:22:25", 100
"May 25, 2026 at 18:22:26", 98
"May 25, 2026 at 18:22:27", 98
"May 25, 2026 at 18:22:28", 96
"May 25, 2026 at 18:22:29", 96
"May 25, 2026 at 18:22:30", 96
"May 25, 2026 at 18:22:31", 99
"May 25, 2026 at 18:22:32", 101
"May 25, 2026 at 18:22:33", 101
"May 25, 2026 at 18:22:34", 103
"May 25, 2026 at 18:22:35", 104
"May 25, 2026 at 18:22:36", 104
"May 25, 2026 at 18:22:37", 104
"May 25, 2026 at 18:22:38", 104
"May 25, 2026 at 18:22:39", 104
"May 25, 2026 at 18:22:40", 105
"May 25, 2026 at 18:22:41", 105
"May 25, 2026 at 18:22:42", 104
"May 25, 2026 at 18:22:43", 103
"May 25, 2026 at 18:22:44", 103
"May 25, 2026 at 18:22:45", 103
"May 25, 2026 at 18:22:46", 102
"May 25, 2026 at 18:22:47", 102
"May 25, 2026 at 18:22:48", 102
"May 25, 2026 at 18:22:49", 102
"May 25, 2026 at 18:22:50", 101
"May 25, 2026 at 18:22:51", 100
"May 25, 2026 at 18:22:52", 100
"May 25, 2026 at 18:22:53", 101
"May 25, 2026 at 18:22:54", 102
"May 25, 2026 at 18:22:55", 103
"May 25, 2026 at 18:22:56", 103
"May 25, 2026 at 18:22:57", 103
"May 25, 2026 at 18:22:58", 103
"May 25, 2026 at 18:22:59", 103
"May 25, 2026 at 18:23:00", 103
"May 25, 2026 at 18:23:01", 103
"May 25, 2026 at 18:23:02", 102
"May 25, 2026 at 18:23:03", 101
"May 25, 2026 at 18:23:04", 99
"May 25, 2026 at 18:23:05", 99
"May 25, 2026 at 18:23:06", 97
"May 25, 2026 at 18:23:07", 97
"May 25, 2026 at 18:23:08", 96
"May 25, 2026 at 18:23:09", 95
"May 25, 2026 at 18:23:10", 95
"May 25, 2026 at 18:23:11", 94
"May 25, 2026 at 18:23:12", 94
"May 25, 2026 at 18:23:13", 94
"May 25, 2026 at 18:23:14", 94
"May 25, 2026 at 18:23:15", 96
"May 25, 2026 at 18:23:16", 96
"May 25, 2026 at 18:23:17", 96
"May 25, 2026 at 18:23:18", 96
"May 25, 2026 at 18:23:19", 96
"May 25, 2026 at 18:23:20", 96
"May 25, 2026 at 18:23:21", 96
"May 25, 2026 at 18:23:22", 96
"May 25, 2026 at 18:23:23", 97
"May 25, 2026 at 18:23:24", 97
"May 25, 2026 at 18:23:25", 95
"May 25, 2026 at 18:23:26", 95
"May 25, 2026 at 18:23:27", 95
"May 25, 2026 at 18:23:28", 95
"May 25, 2026 at 18:23:29", 95
"May 25, 2026 at 18:23:30", 96
"May 25, 2026 at 18:23:31", 96
"May 25, 2026 at 18:23:32", 95
"May 25, 2026 at 18:23:33", 95
"May 25, 2026 at 18:23:34", 95
"May 25, 2026 at 18:23:35", 96
"May 25, 2026 at 18:23:36", 98
"May 25, 2026 at 18:23:37", 99
"May 25, 2026 at 18:23:38", 101
"May 25, 2026 at 18:23:39", 101
"May 25, 2026 at 18:23:40", 101
"May 25, 2026 at 18:23:41", 101
"May 25, 2026 at 18:23:42", 102
"May 25, 2026 at 18:23:43", 102
"May 25, 2026 at 18:23:44", 102
"May 25, 2026 at 18:23:45", 102
"May 25, 2026 at 18:23:46", 102
"May 25, 2026 at 18:23:47", 100
"May 25, 2026 at 18:23:48", 100
"May 25, 2026 at 18:23:49", 97
"May 25, 2026 at 18:23:50", 96
"May 25, 2026 at 18:23:51", 97
"May 25, 2026 at 18:23:52", 95
"May 25, 2026 at 18:23:53", 95
"May 25, 2026 at 18:23:54", 94
"May 25, 2026 at 18:23:55", 93
"May 25, 2026 at 18:23:56", 93
"May 25, 2026 at 18:23:57", 93
"May 25, 2026 at 18:23:58", 95
"May 25, 2026 at 18:23:59", 96
"May 25, 2026 at 18:24:00", 96
"May 25, 2026 at 18:24:01", 96
"May 25, 2026 at 18:24:02", 96
"May 25, 2026 at 18:24:03", 97
"May 25, 2026 at 18:24:04", 97
"May 25, 2026 at 18:24:05", 97
"May 25, 2026 at 18:24:06", 96
"May 25, 2026 at 18:24:07", 96
"May 25, 2026 at 18:24:08", 96
"May 25, 2026 at 18:24:09", 95
"May 25, 2026 at 18:24:10", 95
"May 25, 2026 at 18:24:11", 95
"May 25, 2026 at 18:24:12", 95
"May 25, 2026 at 18:24:13", 96
"May 25, 2026 at 18:24:14", 95
"May 25, 2026 at 18:24:15", 93
"May 25, 2026 at 18:24:16", 95
"May 25, 2026 at 18:24:17", 95
"May 25, 2026 at 18:24:18", 97
"May 25, 2026 at 18:24:19", 98
"May 25, 2026 at 18:24:20", 99
"May 25, 2026 at 18:24:21", 100
"May 25, 2026 at 18:24:22", 102
"May 25, 2026 at 18:24:23", 103
"May 25, 2026 at 18:24:24", 103
"May 25, 2026 at 18:24:25", 103
"May 25, 2026 at 18:24:26", 104
"May 25, 2026 at 18:24:27", 103
"May 25, 2026 at 18:24:28", 102
"May 25, 2026 at 18:24:29", 101
"May 25, 2026 at 18:24:30", 100
"May 25, 2026 at 18:24:31", 100
"May 25, 2026 at 18:24:32", 100
"May 25, 2026 at 18:24:33", 101
"May 25, 2026 at 18:24:34", 101
"May 25, 2026 at 18:24:35", 101
"May 25, 2026 at 18:24:36", 101
"May 25, 2026 at 18:24:37", 101
"May 25, 2026 at 18:24:38", 100
"May 25, 2026 at 18:24:39", 99
"May 25, 2026 at 18:24:40", 97
"May 25, 2026 at 18:24:41", 97
"May 25, 2026 at 18:24:42", 95
"May 25, 2026 at 18:24:43", 94
"May 25, 2026 at 18:24:44", 94
"May 25, 2026 at 18:24:45", 94
"May 25, 2026 at 18:24:46", 94
"May 25, 2026 at 18:24:47", 96
"May 25, 2026 at 18:24:48", 98
"May 25, 2026 at 18:24:49", 100
"May 25, 2026 at 18:24:50", 102
"May 25, 2026 at 18:24:51", 103
"May 25, 2026 at 18:24:52", 105
"May 25, 2026 at 18:24:53", 105
"May 25, 2026 at 18:24:54", 106
"May 25, 2026 at 18:24:55", 107
"May 25, 2026 at 18:24:56", 106
"May 25, 2026 at 18:24:57", 106
"May 25, 2026 at 18:24:58", 104
"May 25, 2026 at 18:24:59", 104
"May 25, 2026 at 18:25:00", 104
"May 25, 2026 at 18:25:01", 103
"May 25, 2026 at 18:25:02", 103
"May 25, 2026 at 18:25:03", 103
"May 25, 2026 at 18:25:04", 101
"May 25, 2026 at 18:25:05", 102
"May 25, 2026 at 18:25:06", 102
"May 25, 2026 at 18:25:07", 102
"May 25, 2026 at 18:25:08", 103
"May 25, 2026 at 18:25:09", 103
"May 25, 2026 at 18:25:10", 105
"May 25, 2026 at 18:25:11", 106
"May 25, 2026 at 18:25:12", 106
"May 25, 2026 at 18:25:13", 107
"May 25, 2026 at 18:25:14", 107
"May 25, 2026 at 18:25:15", 107
"May 25, 2026 at 18:25:16", 107
"May 25, 2026 at 18:25:17", 106
"May 25, 2026 at 18:25:18", 106
"May 25, 2026 at 18:25:19", 109
"May 25, 2026 at 18:25:20", 112
"May 25, 2026 at 18:25:21", 112
"May 25, 2026 at 18:25:22", 110
"May 25, 2026 at 18:25:23", 110
"May 25, 2026 at 18:25:24", 106
"May 25, 2026 at 18:25:25", 101
"May 25, 2026 at 18:25:26", 102
"May 25, 2026 at 18:25:27", 101
"May 25, 2026 at 18:25:28", 101
"May 25, 2026 at 18:25:29", 100
"May 25, 2026 at 18:25:30", 99
"May 25, 2026 at 18:25:31", 98
"May 25, 2026 at 18:25:32", 97
"May 25, 2026 at 18:25:33", 97
"May 25, 2026 at 18:25:34", 98
"May 25, 2026 at 18:25:35", 98
"May 25, 2026 at 18:25:36", 98
"May 25, 2026 at 18:25:37", 99
"May 25, 2026 at 18:25:38", 100
"May 25, 2026 at 18:25:39", 101
"May 25, 2026 at 18:25:40", 105
"May 25, 2026 at 18:25:41", 108
"May 25, 2026 at 18:25:42", 108
"May 25, 2026 at 18:25:43", 109
"May 25, 2026 at 18:25:44", 109
"May 25, 2026 at 18:25:45", 109
"May 25, 2026 at 18:25:46", 110
"May 25, 2026 at 18:25:47", 110
"May 25, 2026 at 18:25:48", 110
"May 25, 2026 at 18:25:49", 110
"May 25, 2026 at 18:25:50", 110
"May 25, 2026 at 18:25:51", 110
"May 25, 2026 at 18:25:52", 111
"May 25, 2026 at 18:25:53", 111
"May 25, 2026 at 18:25:54", 111
"May 25, 2026 at 18:25:55", 110
"May 25, 2026 at 18:25:56", 110
"May 25, 2026 at 18:25:57", 109
"May 25, 2026 at 18:25:58", 108
"May 25, 2026 at 18:25:59", 108
"May 25, 2026 at 18:26:00", 107
"May 25, 2026 at 18:26:01", 106
"May 25, 2026 at 18:26:02", 107
"May 25, 2026 at 18:26:03", 108
"May 25, 2026 at 18:26:04", 108
"May 25, 2026 at 18:26:05", 107
"May 25, 2026 at 18:26:06", 107
"May 25, 2026 at 18:26:07", 107
"May 25, 2026 at 18:26:08", 107
"May 25, 2026 at 18:26:09", 107
"May 25, 2026 at 18:26:10", 107
"May 25, 2026 at 18:26:11", 106
"May 25, 2026 at 18:26:12", 107
"May 25, 2026 at 18:26:13", 107
"May 25, 2026 at 18:26:14", 107
"May 25, 2026 at 18:26:15", 105
"May 25, 2026 at 18:26:16", 105
"May 25, 2026 at 18:26:17", 105
"May 25, 2026 at 18:26:18", 105
"May 25, 2026 at 18:26:19", 103
"May 25, 2026 at 18:26:20", 103
"May 25, 2026 at 18:26:21", 103
"May 25, 2026 at 18:26:22", 103
"May 25, 2026 at 18:26:23", 104
"May 25, 2026 at 18:26:24", 104
"May 25, 2026 at 18:26:25", 104
"May 25, 2026 at 18:26:26", 104
"May 25, 2026 at 18:26:27", 105
"May 25, 2026 at 18:26:28", 108
"May 25, 2026 at 18:26:29", 109
"May 25, 2026 at 18:26:30", 108
"May 25, 2026 at 18:26:31", 108
"May 25, 2026 at 18:26:32", 103
"May 25, 2026 at 18:26:33", 102
"May 25, 2026 at 18:26:34", 102
"May 25, 2026 at 18:26:35", 102
"May 25, 2026 at 18:26:36", 102
"May 25, 2026 at 18:26:37", 99
"May 25, 2026 at 18:26:38", 96
"May 25, 2026 at 18:26:39", 96
"May 25, 2026 at 18:26:40", 95
"May 25, 2026 at 18:26:41", 94
"May 25, 2026 at 18:26:42", 98
"May 25, 2026 at 18:26:43", 101
"May 25, 2026 at 18:26:44", 101
"May 25, 2026 at 18:26:45", 101
"May 25, 2026 at 18:26:46", 99
"May 25, 2026 at 18:26:47", 97
"May 25, 2026 at 18:26:48", 99
"May 25, 2026 at 18:26:49", 99
"May 25, 2026 at 18:26:50", 101
"May 25, 2026 at 18:26:51", 101
"May 25, 2026 at 18:26:52", 101
"May 25, 2026 at 18:26:53", 101
"May 25, 2026 at 18:26:54", 101
"May 25, 2026 at 18:26:55", 101
"May 25, 2026 at 18:26:56", 100
"May 25, 2026 at 18:26:57", 100
"May 25, 2026 at 18:26:58", 104
"May 25, 2026 at 18:26:59", 107
"May 25, 2026 at 18:27:00", 108
"May 25, 2026 at 18:27:01", 108
"May 25, 2026 at 18:27:02", 107
"May 25, 2026 at 18:27:03", 107
"May 25, 2026 at 18:27:04", 103
"May 25, 2026 at 18:27:05", 103
"May 25, 2026 at 18:27:06", 101
"May 25, 2026 at 18:27:07", 101
"May 25, 2026 at 18:27:08", 100
"May 25, 2026 at 18:27:09", 100
"May 25, 2026 at 18:27:10", 98
"May 25, 2026 at 18:27:11", 98
"May 25, 2026 at 18:27:12", 97
"May 25, 2026 at 18:27:13", 97
"May 25, 2026 at 18:27:14", 97
"May 25, 2026 at 18:27:15", 97
"May 25, 2026 at 18:27:16", 98
"May 25, 2026 at 18:27:17", 101
"May 25, 2026 at 18:27:18", 104
"May 25, 2026 at 18:27:19", 104
"May 25, 2026 at 18:27:20", 104
"May 25, 2026 at 18:27:21", 99
"May 25, 2026 at 18:27:22", 95
"May 25, 2026 at 18:27:23", 95
"May 25, 2026 at 18:27:24", 95
"May 25, 2026 at 18:27:25", 95
"May 25, 2026 at 18:27:26", 96
"May 25, 2026 at 18:27:27", 98
"May 25, 2026 at 18:27:28", 98
"May 25, 2026 at 18:27:29", 98
"May 25, 2026 at 18:27:30", 98
"May 25, 2026 at 18:27:31", 98
"May 25, 2026 at 18:27:32", 99
"May 25, 2026 at 18:27:33", 100
"May 25, 2026 at 18:27:34", 100
"May 25, 2026 at 18:27:35", 102
"May 25, 2026 at 18:27:36", 104
"May 25, 2026 at 18:27:37", 105
"May 25, 2026 at 18:27:38", 105
"May 25, 2026 at 18:27:39", 104
"May 25, 2026 at 18:27:40", 104
"May 25, 2026 at 18:27:41", 105
"May 25, 2026 at 18:27:42", 105
"May 25, 2026 at 18:27:43", 105
"May 25, 2026 at 18:27:44", 106
"May 25, 2026 at 18:27:45", 106
"May 25, 2026 at 18:27:46", 106
"May 25, 2026 at 18:27:47", 106
"May 25, 2026 at 18:27:48", 106
"May 25, 2026 at 18:27:49", 106
"May 25, 2026 at 18:27:50", 105
"May 25, 2026 at 18:27:51", 105
"May 25, 2026 at 18:27:52", 104
"May 25, 2026 at 18:27:53", 104
"May 25, 2026 at 18:27:54", 103
"May 25, 2026 at 18:27:55", 103
"May 25, 2026 at 18:27:56", 103
"May 25, 2026 at 18:27:57", 103
"May 25, 2026 at 18:27:58", 102
"May 25, 2026 at 18:27:59", 102
"May 25, 2026 at 18:28:00", 101
"May 25, 2026 at 18:28:01", 100
"May 25, 2026 at 18:28:02", 100
"May 25, 2026 at 18:28:03", 101
"May 25, 2026 at 18:28:04", 101
"May 25, 2026 at 18:28:05", 101
"May 25, 2026 at 18:28:06", 101
"May 25, 2026 at 18:28:07", 101
"May 25, 2026 at 18:28:08", 103
"May 25, 2026 at 18:28:09", 104
"May 25, 2026 at 18:28:10", 104
"May 25, 2026 at 18:28:11", 104
"May 25, 2026 at 18:28:12", 103
"May 25, 2026 at 18:28:13", 102
"May 25, 2026 at 18:28:14", 102
"May 25, 2026 at 18:28:15", 102
"May 25, 2026 at 18:28:16", 102
"May 25, 2026 at 18:28:17", 102
"May 25, 2026 at 18:28:18", 102
"May 25, 2026 at 18:28:19", 102
"May 25, 2026 at 18:28:20", 101
"May 25, 2026 at 18:28:21", 101
"May 25, 2026 at 18:28:22", 101
"May 25, 2026 at 18:28:23", 101
"May 25, 2026 at 18:28:24", 101
"May 25, 2026 at 18:28:25", 99
"May 25, 2026 at 18:28:26", 99
"May 25, 2026 at 18:28:27", 99
"May 25, 2026 at 18:28:28", 98
"May 25, 2026 at 18:28:29", 98
